"","year","ageGroup","sex","cause","deaths"
"22186",2005,"5 to 9","Male","Congenital anomalies",1889.8
"22190",2004,"Late Neonatal","Female","Congenital anomalies",6354.9
"22191",2011,"65 to 69","Female","Congenital anomalies",0.2
"22192",2011,"1 to 4","Female","Congenital anomalies",2527.9
"22193",2013,"65 to 69","Male","Congenital anomalies",0.2
"22194",2013,"1 to 4","Female","Congenital anomalies",2420.4
"22196",2013,"70 to 74","Female","Congenital anomalies",0.3
"22199",2013,"80 plus","Male","Congenital anomalies",0.3
"22200",2005,"70 to 74","Female","Congenital anomalies",0.3
"22202",2005,"75 to 79","Female","Congenital anomalies",0.2
"22203",2010,"70 to 74","Female","Congenital anomalies",15.2
"22204",2009,"70 to 74","Male","Congenital anomalies",0.3
"22206",2006,"80 plus","Male","Congenital anomalies",0.2
"22207",2006,"80 plus","Female","Congenital anomalies",0.2
"22213",2009,"35 to 39","Male","Congenital anomalies",5.6
"22214",2013,"50 to 54","Male","Congenital anomalies",0.4
"22217",2007,"65 to 69","Male","Congenital anomalies",0.2
"22218",2007,"65 to 69","Female","Congenital anomalies",0.2
"22221",2009,"20 to 24","Female","Congenital anomalies",1254.1
"22222",2011,"15 to 19","Male","Congenital anomalies",1043.9
"22224",2012,"20 to 24","Female","Congenital anomalies",1225.5
"22225",2005,"1 to 4","Female","Congenital anomalies",2787
"22227",2004,"Post Neonatal","Female","Congenital anomalies",8890.8
"22229",2011,"60 to 64","Female","Congenital anomalies",0.3
"22230",2011,"65 to 69","Male","Congenital anomalies",0.2
"22231",2011,"1 to 4","Male","Congenital anomalies",3221.7
"22232",2012,"65 to 69","Female","Congenital anomalies",0.2
"22233",2011,"Post Neonatal","Male","Congenital anomalies",9539.2
"22235",2010,"50 to 54","Female","Congenital anomalies",3.3
"22237",2010,"55 to 59","Female","Congenital anomalies",5.5
"22238",2010,"60 to 64","Male","Congenital anomalies",9.9
"22239",2005,"70 to 74","Male","Congenital anomalies",0.3
"22240",2010,"65 to 69","Male","Congenital anomalies",10.5
"22242",2010,"70 to 74","Male","Congenital anomalies",22.5
"22254",2009,"35 to 39","Female","Congenital anomalies",4
"22266",2012,"10 to 14","Female","Congenital anomalies",1187.4
"22267",2012,"65 to 69","Male","Congenital anomalies",10.4
"22268",2007,"10 to 14","Female","Congenital anomalies",1260.9
"22269",2005,"15 to 19","Male","Congenital anomalies",1058.7
"22271",2012,"65 to 69","Male","Congenital anomalies",0.2
"22272",2004,"Late Neonatal","Male","Congenital anomalies",5896.2
"22274",2013,"1 to 4","Male","Congenital anomalies",3127.5
"22276",2010,"55 to 59","Male","Congenital anomalies",6.5
"22279",2010,"60 to 64","Female","Congenital anomalies",6.4
"22281",2005,"75 to 79","Male","Congenital anomalies",0.3
"22285",2009,"70 to 74","Female","Congenital anomalies",0.3
"22303",2005,"20 to 24","Male","Congenital anomalies",1125.2
"22305",2004,"15 to 19","Female","Congenital anomalies",1098.5
"22308",2011,"60 to 64","Male","Congenital anomalies",0.3
"22309",2012,"60 to 64","Male","Congenital anomalies",0.3
"22310",2012,"60 to 64","Female","Congenital anomalies",0.3
"22312",2013,"60 to 64","Female","Congenital anomalies",0.3
"22313",2012,"5 to 9","Female","Congenital anomalies",1387.4
"22314",2010,"50 to 54","Male","Congenital anomalies",4.6
"22321",2010,"65 to 69","Female","Congenital anomalies",8
"22323",2009,"65 to 69","Female","Congenital anomalies",0.2
"22326",2009,"75 to 79","Male","Congenital anomalies",0.3
"22327",2009,"75 to 79","Female","Congenital anomalies",0.2
"22329",2004,"70 to 74","Male","Congenital anomalies",21.5
"22335",2004,"25 to 29","Female","Congenital anomalies",2.8
"22336",2005,"45 to 49","Male","Congenital anomalies",1.3
"22339",2005,"50 to 54","Female","Congenital anomalies",0.4
"22343",2005,"60 to 64","Female","Congenital anomalies",0.3
"22344",2005,"65 to 69","Male","Congenital anomalies",0.2
"22346",2008,"15 to 19","Male","Congenital anomalies",1034.1
"22347",2004,"45 to 49","Female","Congenital anomalies",8.6
"22348",2013,"20 to 24","Female","Congenital anomalies",1209.7
"22350",2009,"10 to 14","Female","Congenital anomalies",1243.6
"22351",2013,"60 to 64","Male","Congenital anomalies",0.3
"22353",2010,"45 to 49","Female","Congenital anomalies",8.9
"22357",2009,"50 to 54","Female","Congenital anomalies",0.4
"22358",2009,"55 to 59","Male","Congenital anomalies",0.3
"22360",2009,"60 to 64","Male","Congenital anomalies",0.3
"22362",2009,"65 to 69","Male","Congenital anomalies",0.2
"22364",2011,"45 to 49","Female","Congenital anomalies",8.9
"22368",2009,"80 plus","Male","Congenital anomalies",0.2
"22370",2004,"70 to 74","Female","Congenital anomalies",15.1
"22374",2004,"80 plus","Female","Congenital anomalies",25
"22377",2005,"45 to 49","Female","Congenital anomalies",1.5
"22378",2005,"50 to 54","Male","Congenital anomalies",0.3
"22380",2005,"55 to 59","Male","Congenital anomalies",0.3
"22381",2005,"55 to 59","Female","Congenital anomalies",0.4
"22382",2012,"Post Neonatal","Male","Congenital anomalies",77.7
"22384",2006,"15 to 19","Female","Congenital anomalies",1005
"22386",2012,"60 to 64","Female","Congenital anomalies",6.3
"22387",2006,"15 to 19","Male","Congenital anomalies",1044.4
"22388",2012,"55 to 59","Female","Congenital anomalies",0.5
"22389",2013,"55 to 59","Male","Congenital anomalies",0.3
"22390",2013,"55 to 59","Female","Congenital anomalies",0.5
"22393",2012,"10 to 14","Male","Congenital anomalies",1257.2
"22399",2009,"55 to 59","Female","Congenital anomalies",0.5
"22404",2009,"40 to 44","Male","Congenital anomalies",6.1
"22422",2005,"60 to 64","Male","Congenital anomalies",0.3
"22425",2012,"60 to 64","Male","Congenital anomalies",9.9
"22426",2005,"15 to 19","Female","Congenital anomalies",1038
"22430",2006,"1 to 4","Female","Congenital anomalies",2730.2
"22435",2005,"Post Neonatal","Female","Congenital anomalies",8740.5
"22436",2009,"50 to 54","Male","Congenital anomalies",0.3
"22437",2010,"50 to 54","Male","Congenital anomalies",0.4
"22438",2011,"Post Neonatal","Female","Congenital anomalies",7346.2
"22441",2009,"60 to 64","Female","Congenital anomalies",0.3
"22445",2011,"50 to 54","Male","Congenital anomalies",4.6
"22459",2012,"45 to 49","Male","Congenital anomalies",13.8
"22464",2012,"25 to 29","Male","Congenital anomalies",1447.1
"22466",2004,"45 to 49","Male","Congenital anomalies",11.9
"22468",2013,"50 to 54","Female","Congenital anomalies",0.5
"22472",2010,"45 to 49","Male","Congenital anomalies",13.4
"22475",2013,"45 to 49","Male","Congenital anomalies",13.7
"22476",2012,"5 to 9","Male","Congenital anomalies",1959.8
"22483",2011,"45 to 49","Male","Congenital anomalies",13.7
"22484",2013,"Post Neonatal","Male","Congenital anomalies",9148.3
"22485",2009,"40 to 44","Female","Congenital anomalies",5.5
"22486",2011,"50 to 54","Female","Congenital anomalies",3.3
"22487",2011,"55 to 59","Male","Congenital anomalies",6.6
"22489",2011,"60 to 64","Male","Congenital anomalies",9.9
"22491",2011,"65 to 69","Male","Congenital anomalies",10.5
"22492",2011,"65 to 69","Female","Congenital anomalies",7.9
"22494",2007,"75 to 79","Female","Congenital anomalies",18.2
"22500",2012,"45 to 49","Female","Congenital anomalies",8.8
"22501",2012,"50 to 54","Male","Congenital anomalies",4.6
"22505",2004,"40 to 44","Female","Congenital anomalies",5.7
"22507",2011,"55 to 59","Female","Congenital anomalies",0.5
"22510",2012,"20 to 24","Male","Congenital anomalies",1184
"22511",2010,"40 to 44","Female","Congenital anomalies",5.5
"22516",2010,"45 to 49","Female","Congenital anomalies",1.8
"22519",2004,"Early Neonatal","Female","Congenital anomalies",16815.4
"22520",2011,"Late Neonatal","Female","Congenital anomalies",5599.5
"22522",2011,"40 to 44","Female","Congenital anomalies",5.5
"22524",2005,"Late Neonatal","Male","Congenital anomalies",5763
"22526",2009,"45 to 49","Male","Congenital anomalies",13.3
"22527",2009,"45 to 49","Female","Congenital anomalies",8.9
"22528",2011,"55 to 59","Female","Congenital anomalies",5.5
"22529",2009,"50 to 54","Female","Congenital anomalies",3.3
"22530",2011,"60 to 64","Female","Congenital anomalies",6.4
"22531",2009,"55 to 59","Female","Congenital anomalies",5.5
"22532",2009,"60 to 64","Male","Congenital anomalies",9.9
"22533",2011,"70 to 74","Male","Congenital anomalies",22.6
"22534",2013,"80 plus","Female","Congenital anomalies",0.2
"22540",2004,"30 to 34","Male","Congenital anomalies",3.3
"22541",2004,"30 to 34","Female","Congenital anomalies",3.9
"22542",2012,"50 to 54","Female","Congenital anomalies",3.3
"22543",2012,"55 to 59","Male","Congenital anomalies",6.6
"22547",2012,"55 to 59","Male","Congenital anomalies",0.3
"22550",2010,"40 to 44","Male","Congenital anomalies",6.2
"22551",2010,"10 to 14","Female","Congenital anomalies",1228.7
"22554",2013,"40 to 44","Female","Congenital anomalies",5.5
"22568",2009,"50 to 54","Male","Congenital anomalies",4.5
"22570",2009,"55 to 59","Male","Congenital anomalies",6.5
"22573",2009,"60 to 64","Female","Congenital anomalies",6.5
"22574",2009,"65 to 69","Male","Congenital anomalies",10.5
"22576",2007,"80 plus","Female","Congenital anomalies",25.2
"22582",2004,"35 to 39","Male","Congenital anomalies",5.4
"22583",2004,"35 to 39","Female","Congenital anomalies",4.3
"22584",2012,"55 to 59","Female","Congenital anomalies",5.5
"22585",2011,"50 to 54","Female","Congenital anomalies",0.5
"22586",2011,"55 to 59","Male","Congenital anomalies",0.3
"22593",2013,"40 to 44","Male","Congenital anomalies",6.3
"22595",2010,"5 to 9","Female","Congenital anomalies",1435.2
"22597",2010,"5 to 9","Male","Congenital anomalies",1987.7
"22598",2005,"Post Neonatal","Male","Congenital anomalies",10718.7
"22599",2012,"1 to 4","Male","Congenital anomalies",3168.3
"22600",2010,"Post Neonatal","Male","Congenital anomalies",9744.8
"22601",2011,"40 to 44","Male","Congenital anomalies",6.2
"22602",2011,"Late Neonatal","Male","Congenital anomalies",5236.7
"22604",2010,"1 to 4","Male","Congenital anomalies",3263.3
"22605",2011,"Early Neonatal","Female","Congenital anomalies",17500.2
"22607",2005,"40 to 44","Male","Congenital anomalies",6
"22609",2005,"45 to 49","Male","Congenital anomalies",12.1
"22611",2005,"50 to 54","Male","Congenital anomalies",4.5
"22612",2005,"50 to 54","Female","Congenital anomalies",3.4
"22616",2008,"75 to 79","Male","Congenital anomalies",32.7
"22624",2004,"40 to 44","Male","Congenital anomalies",6.1
"22625",2012,"50 to 54","Male","Congenital anomalies",0.4
"22626",2012,"50 to 54","Female","Congenital anomalies",0.5
"22627",2007,"80 plus","Female","Congenital anomalies",1034.3
"22633",2004,"15 to 19","Male","Congenital anomalies",1079.3
"22636",2008,"10 to 14","Male","Congenital anomalies",1246.8
"22639",2012,"1 to 4","Female","Congenital anomalies",2464.3
"22641",2013,"Post Neonatal","Female","Congenital anomalies",6861.7
"22642",2004,"Early Neonatal","Male","Congenital anomalies",21255.2
"22643",2008,"Post Neonatal","Female","Congenital anomalies",7945
"22644",2006,"Post Neonatal","Male","Congenital anomalies",10483.9
"22645",2012,"Post Neonatal","Male","Congenital anomalies",9310
"22648",2005,"40 to 44","Female","Congenital anomalies",5.7
"22650",2005,"45 to 49","Female","Congenital anomalies",8.7
"22653",2005,"55 to 59","Male","Congenital anomalies",6.2
"22654",2005,"55 to 59","Female","Congenital anomalies",5.6
"22655",2009,"65 to 69","Female","Congenital anomalies",8
"22656",2009,"70 to 74","Male","Congenital anomalies",22.4
"22662",2011,"45 to 49","Male","Congenital anomalies",1.5
"22663",2011,"45 to 49","Female","Congenital anomalies",1.8
"22672",2009,"15 to 19","Female","Congenital anomalies",930.9
"22674",2012,"15 to 19","Female","Congenital anomalies",886.4
"22676",2009,"15 to 19","Male","Congenital anomalies",1046.6
"22682",2012,"Post Neonatal","Female","Congenital anomalies",7083.3
"22683",2010,"Late Neonatal","Female","Congenital anomalies",5730.1
"22686",2012,"Late Neonatal","Female","Congenital anomalies",5399.2
"22698",2008,"80 plus","Male","Congenital anomalies",40.5
"22704",2011,"50 to 54","Male","Congenital anomalies",0.4
"22706",2007,"80 plus","Male","Congenital anomalies",1355.5
"22718",2009,"10 to 14","Male","Congenital anomalies",1265.7
"22723",2010,"Post Neonatal","Female","Congenital anomalies",7563.7
"22724",2008,"5 to 9","Female","Congenital anomalies",1448.2
"22725",2008,"1 to 4","Male","Congenital anomalies",3294.7
"22726",2010,"Late Neonatal","Male","Congenital anomalies",5296.9
"22727",2013,"Late Neonatal","Female","Congenital anomalies",5208.7
"22729",2013,"Early Neonatal","Male","Congenital anomalies",20755.5
"22731",2006,"40 to 44","Male","Congenital anomalies",6
"22735",2005,"60 to 64","Male","Congenital anomalies",9.6
"22736",2005,"60 to 64","Female","Congenital anomalies",6.5
"22737",2009,"70 to 74","Female","Congenital anomalies",15.2
"22759",2010,"10 to 14","Male","Congenital anomalies",1271.7
"22761",2005,"Late Neonatal","Female","Congenital anomalies",6277.2
"22767",2008,"Post Neonatal","Male","Congenital anomalies",10039.4
"22768",2011,"Early Neonatal","Male","Congenital anomalies",21250.5
"22769",2010,"Early Neonatal","Female","Congenital anomalies",17585.1
"22770",2008,"Late Neonatal","Male","Congenital anomalies",5455.4
"22779",2007,"80 plus","Male","Congenital anomalies",0.2
"22788",2007,"80 plus","Male","Congenital anomalies",40.2
"22801",2010,"1 to 4","Female","Congenital anomalies",2569.3
"22805",2009,"5 to 9","Female","Congenital anomalies",1455.5
"22807",2005,"Early Neonatal","Female","Congenital anomalies",17126.3
"22808",2009,"Post Neonatal","Male","Congenital anomalies",9959.9
"22809",2007,"Post Neonatal","Male","Congenital anomalies",10279.6
"22810",2008,"Late Neonatal","Female","Congenital anomalies",5978.3
"22811",2012,"Late Neonatal","Male","Congenital anomalies",5101.9
"22812",2013,"Late Neonatal","Male","Congenital anomalies",4998.2
"22813",2006,"40 to 44","Female","Congenital anomalies",5.6
"22814",2006,"45 to 49","Male","Congenital anomalies",12.3
"22817",2005,"65 to 69","Male","Congenital anomalies",10.1
"22818",2011,"70 to 74","Female","Congenital anomalies",15.1
"22830",2008,"75 to 79","Female","Congenital anomalies",18.1
"22841",2006,"Post Neonatal","Female","Congenital anomalies",8442.8
"22842",2007,"10 to 14","Male","Congenital anomalies",1237.8
"22843",2007,"5 to 9","Female","Congenital anomalies",1455.6
"22845",2008,"5 to 9","Male","Congenital anomalies",1927.7
"22847",2007,"1 to 4","Female","Congenital anomalies",2704
"22848",2006,"Early Neonatal","Male","Congenital anomalies",21520.6
"22849",2009,"Post Neonatal","Female","Congenital anomalies",7765.1
"22850",2005,"Early Neonatal","Male","Congenital anomalies",21362.7
"22851",2009,"Late Neonatal","Female","Congenital anomalies",5849.6
"22852",2010,"Early Neonatal","Male","Congenital anomalies",21253.8
"22860",2007,"80 plus","Female","Congenital anomalies",0.2
"22862",2011,"80 plus","Female","Congenital anomalies",25.2
"22869",2013,"70 to 74","Female","Congenital anomalies",14.9
"22871",2005,"80 plus","Female","Congenital anomalies",0.2
"22874",2009,"80 plus","Female","Congenital anomalies",25.3
"22881",2006,"1 to 4","Male","Congenital anomalies",3306.3
"22885",2009,"1 to 4","Female","Congenital anomalies",2625.5
"22886",2007,"5 to 9","Male","Congenital anomalies",1906.7
"22889",2006,"Early Neonatal","Female","Congenital anomalies",17704.4
"22893",2012,"Early Neonatal","Female","Congenital anomalies",17108.2
"22894",2013,"Early Neonatal","Female","Congenital anomalies",16762.6
"22895",2006,"45 to 49","Female","Congenital anomalies",8.7
"22896",2006,"50 to 54","Male","Congenital anomalies",4.5
"22905",2005,"75 to 79","Male","Congenital anomalies",31.6
"22908",2013,"70 to 74","Male","Congenital anomalies",22.7
"22914",2004,"75 to 79","Male","Congenital anomalies",31.5
"22926",2009,"5 to 9","Male","Congenital anomalies",1973.8
"22928",2008,"1 to 4","Female","Congenital anomalies",2649.3
"22929",2009,"1 to 4","Male","Congenital anomalies",3295.6
"22930",2007,"1 to 4","Male","Congenital anomalies",3308.3
"22932",2007,"Post Neonatal","Female","Congenital anomalies",8209.1
"22933",2007,"Late Neonatal","Female","Congenital anomalies",6142.1
"22934",2007,"Late Neonatal","Male","Congenital anomalies",5553.3
"22935",2013,"45 to 49","Female","Congenital anomalies",8.8
"22936",2013,"50 to 54","Male","Congenital anomalies",4.6
"22939",2006,"55 to 59","Female","Congenital anomalies",5.5
"22945",2006,"70 to 74","Female","Congenital anomalies",15.1
"22946",2006,"75 to 79","Male","Congenital anomalies",31.6
"22950",2010,"70 to 74","Female","Congenital anomalies",0.3
"22953",2012,"80 plus","Male","Congenital anomalies",41.3
"22955",2013,"75 to 79","Female","Congenital anomalies",17.8
"22956",2009,"80 plus","Female","Congenital anomalies",0.2
"22958",2010,"80 plus","Male","Congenital anomalies",41.1
"22959",2004,"75 to 79","Female","Congenital anomalies",18.2
"22961",2009,"Late Neonatal","Male","Congenital anomalies",5369.3
"22962",2008,"Early Neonatal","Female","Congenital anomalies",17716.7
"22967",2006,"Late Neonatal","Male","Congenital anomalies",5650.1
"22968",2006,"Late Neonatal","Female","Congenital anomalies",6257
"22977",2006,"50 to 54","Female","Congenital anomalies",3.4
"22978",2006,"55 to 59","Male","Congenital anomalies",6.3
"22979",2013,"55 to 59","Female","Congenital anomalies",5.4
"22981",2006,"60 to 64","Female","Congenital anomalies",6.5
